Session ID,Title,Format,Type,Estimated Capacity,Subject/Topic,Sponsor,Start Time,End Time,Room ID,Date
7149,"DH Curious? Digital Humanities Tools and Technologies for Students, Emerging Scholars, Faculty Members, Librarians, and Administrators",Workshop,MLA Committees,55,The Profession: General,['MLA Career Center'],19:00:00,20:15:00,15,1/11
7203,Robert Frost and Fiction,Panel,Allied Organizations,15,American Literature: Twentieth and Twenty-First Centuries,['Robert Frost Society'],15:30:00,16:45:00,1,1/11
7207,"Distinguishing the Simulacrum from the Real, Qualified Optimism, and Stoicism in Midwestern Literature",Panel,Allied Organizations,18,American Literature: Twentieth and Twenty-First Centuries,['Society for the Study of Midwestern Literature'],08:30:00,09:45:00,9,1/11
7239,Decolonizing in and through Sound Art,Panel,Forum Sessions,40,American Literature: Twentieth and Twenty-First Centuries,['MS Sound'],10:15:00,11:30:00,10,1/11
7349,"Faulkner’s Parallel Worlds: Policy, Translation, Circulation",Panel,Allied Organizations,50,American Literature: Twentieth and Twenty-First Centuries,['William Faulkner Society'],13:45:00,15:00:00,10,1/11
7412,Black Time and Temporality,Panel,Forum Sessions,70,American Literature: Twentieth and Twenty-First Centuries,['TC Race and Ethnicity Studies'],12:00:00,13:15:00,54,1/11
7461,Contemporary Materialisms,Panel,Allied Organizations,50,"Genre, Theory, Method: Literary Criticism and Theory",['Marxist Literary Group'],08:30:00,09:45:00,10,1/11
7503,Postcolonial Architecture,Panel,Forum Sessions,30,Comparative Literature: Twentieth and Twenty-First Centuries,['TC Postcolonial Studies'],12:00:00,13:15:00,9,1/11
7533,Intersectionality and Italian American Studies,Panel,Forum Sessions,30,American Literature: Twentieth and Twenty-First Centuries,['LLC Italian American'],19:00:00,20:15:00,9,1/11
7626,The Death Drive,Panel,Forum Sessions,25,Comparative Literature: Twentieth and Twenty-First Centuries,"['TC Psychology, Psychoanalysis, and Literature']",13:45:00,15:00:00,9,1/11
7648,Fanon and Psychoanalysis: In and beyond Postcolonial Studies,Panel,Forum Sessions,25,Comparative Literature: Twentieth and Twenty-First Centuries,"['TC Psychology, Psychoanalysis, and Literature']",15:30:00,16:45:00,9,1/11
7656,Vast Early America,Panel,Forum Sessions,25,American Literature: Before 1900,['LLC Early American'],17:15:00,18:30:00,9,1/11
7667,Contextualizing Critical Debates: Narrative Theory and Sociopolitical Change,Panel,Allied Organizations,60,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",['International Society for the Study of Narrative'],10:15:00,11:30:00,54,1/11
7671,The Frankfurt School and Psychoanalysis,Panel,Forum Sessions,30,Comparative Literature: Twentieth and Twenty-First Centuries,"['TC Psychology, Psychoanalysis, and Literature']",17:15:00,18:30:00,10,1/11
7675,"Overlapping Colonialisms: Ties, Tensions, and Transitions between the Spanish and British Empires",Panel,Forum Sessions,30,Latin American Literature: Latin American Literature,['LLC Colonial Latin American'],15:30:00,16:45:00,10,1/11
7688,(Re)Imagining Early Modern Anglo-Arab Encounters,Roundtable,Forum Sessions,40,British Literature: Renaissance and Elizabethan,['LLC 16th-Century English'],08:30:00,09:45:00,2,1/11
7694,Heine: Intervention and Reception,Panel,Allied Organizations,25,German Literature: Nineteenth and Early Twentieth Centuries,['North American Heine Society'],19:00:00,20:15:00,10,1/11
7697,What’s Next for Law and the Humanities?,Panel,Forum Sessions,25,"Genre, Theory, Method: Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",['TC Law and the Humanities'],13:45:00,15:00:00,54,1/11
7701,Being Human in the (Post)Colonial: Australia,Panel,Allied Organizations,15,Other Literature in English: Australian,['American Association of Australian Literary Studies'],15:30:00,16:45:00,54,1/11
